polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 5*x^3 - 9*x^2 + 5*x + 1,-265,583,265,0,53,1,D(4),620789
x^4 - 5*x^3 - 8*x^2 - 5*x + 1,325,390,325,0,65,1,D(4),-270400
x^4 - 5*x^3 - 8*x^2 + 1,40,240,160,25,5,0,D(4),63125
x^4 - 5*x^3 - 8*x^2 + 8*x + 1,-728,832,416,-39,13,0,D(4),1083797
x^4 - 5*x^3 - 7*x^2 - 5*x + 1,305,305,305,0,305,1,D(4),-279075
x^4 - 5*x^3 - 7*x^2 + 5*x + 1,-225,405,225,0,45,1,D(4),366525
x^4 - 5*x^3 - 6*x^2 - 5*x + 1,285,228,285,0,57,1,D(4),-272916
x^4 - 5*x^3 - 5*x^2 - 5*x + 1,265,159,265,0,53,1,D(4),-255619
x^4 - 5*x^3 - 5*x^2 + 5*x + 1,-185,259,185,0,37,1,D(4),203981
x^4 - 5*x^3 - 4*x^2 + 2*x + 1,0,84,84,21,21,1,D(4),16317
x^4 - 5*x^3 - 4*x^2 + 5*x + 1,-165,198,165,0,33,1,D(4),148104
x^4 - 5*x^3 - 3*x^2 - 5*x + 1,225,45,225,0,45,1,D(4),-200475
x^4 - 5*x^3 - 3*x^2 + 5*x + 1,-145,145,145,0,145,1,D(4),105125
x^4 - 5*x^3 - 2*x^2 - 5*x + 1,205,0,205,0,205,2,D(4),-168100
x^4 - 5*x^3 - 2*x^2 + 1,40,0,40,25,5,1,D(4),-23275
x^4 - 5*x^3 - 2*x^2 + 10*x + 1,-1040,300,460,-75,5,0,D(4),426725
x^4 - 5*x^3 - x^2 - 5*x + 1,185,-37,185,0,37,1,D(4),-135531
x^4 - 5*x^3 - x^2 + 5*x + 1,-105,63,105,0,21,1,D(4),48069
x^4 - 5*x^3 - 5*x + 1,165,-66,165,0,33,1,D(4),-104544
x^4 - 5*x^3 + 5*x + 1,-85,34,85,0,17,1,D(4),30056
x^4 - 5*x^3 + x^2 - 5*x + 1,145,-87,145,0,29,1,D(4),-76531
x^4 - 5*x^3 + x^2 + 5*x + 1,-65,13,65,0,13,1,D(4),17069
x^4 - 5*x^3 + 2*x^2 + 10*x + 1,-880,-100,380,-75,5,0,D(4),40725
x^4 - 5*x^3 + 3*x^2 - 5*x + 1,105,-105,105,0,105,1,D(4),-33075
x^4 - 5*x^3 + 3*x^2 + 5*x + 1,-25,-5,25,0,5,1,D(4),2525
x^4 - 5*x^3 + 4*x^2 - 5*x + 1,85,-102,85,0,17,1,D(4),-18496
x^4 - 5*x^3 + 5*x^2 - 5*x + 1,65,-91,65,0,13,1,D(4),-8619
x^4 - 5*x^3 + 5*x^2 + 5*x + 1,15,9,-15,0,3,1,D(4),981
x^4 - 5*x^3 + 6*x^2 - 2*x + 1,0,84,-84,21,21,1,D(4),-1323
x^4 - 5*x^3 + 6*x^2 + x + 1,63,132,-123,24,3,0,D(4),2052
x^4 - 5*x^3 + 6*x^2 + 4*x + 1,72,72,-72,9,9,0,D(4),9477
x^4 - 5*x^3 + 6*x^2 + 5*x + 1,35,28,-35,0,7,1,D(4),5684
x^4 - 5*x^3 + 7*x^2 - 5*x + 1,25,-45,25,0,5,1,D(4),-475
x^4 - 5*x^3 + 7*x^2 + 5*x + 1,55,55,-55,0,55,1,D(4),15125
x^4 - 5*x^3 + 8*x^2 - 10*x + 1,720,-660,420,-75,15,0,D(4),-61875
x^4 - 5*x^3 + 8*x^2 - 4*x + 1,-24,72,-48,9,3,0,D(4),117
x^4 - 5*x^3 + 8*x^2 - x + 1,9,222,-147,24,3,0,D(4),10512
x^4 - 5*x^3 + 8*x^2 + 5*x + 1,75,90,-75,0,15,1,D(4),30600
x^4 - 5*x^3 + 9*x^2 - 5*x + 1,-15,33,-15,0,3,1,D(4),189
x^4 - 5*x^3 + 9*x^2 + 5*x + 1,95,133,-95,0,19,1,D(4),53789
x^4 - 5*x^3 + 10*x^2 - 5*x + 1,-35,84,-35,0,7,1,D(4),2156
x^4 - 5*x^3 + 10*x^2 + 5*x + 1,115,184,-115,0,23,1,D(4),86756
x^4 - 4*x^3 - 10*x^2 + 4*x + 1,-192,576,192,0,192,1,D(4),479232
x^4 - 4*x^3 - 9*x^2 - 4*x + 1,240,420,240,0,60,1,D(4),-54000
x^4 - 4*x^3 - 9*x^2 + 4*x + 1,-176,484,176,0,44,1,D(4),358160
x^4 - 4*x^3 - 8*x^2 - 4*x + 1,224,336,224,0,112,1,D(4),-87808
x^4 - 4*x^3 - 8*x^2 - x + 1,65,240,140,15,5,0,D(4),35525
x^4 - 4*x^3 - 8*x^2 + 4*x + 1,-160,400,160,0,80,1,D(4),262400
x^4 - 4*x^3 - 7*x^2 - 4*x + 1,208,260,208,0,52,1,D(4),-105456
x^4 - 4*x^3 - 6*x^2 - 4*x + 1,192,192,192,0,192,1,D(4),-110592
x^4 - 4*x^3 - 5*x^2 - 4*x + 1,176,132,176,0,44,1,D(4),-106480
x^4 - 4*x^3 - 5*x^2 + 4*x + 1,-112,196,112,0,28,1,D(4),88592
x^4 - 4*x^3 - 4*x^2 - 4*x + 1,160,80,160,0,80,1,D(4),-96000
x^4 - 4*x^3 - 3*x^2 + 2*x + 1,0,48,48,12,12,1,D(4),4752
x^4 - 4*x^3 - 3*x^2 + 4*x + 1,-80,100,80,0,20,1,D(4),35600
x^4 - 4*x^3 - 2*x^2 - 4*x + 1,128,0,128,0,128,2,D(4),-65536
x^4 - 4*x^3 - x^2 - 4*x + 1,112,-28,112,0,28,1,D(4),-49392
x^4 - 4*x^3 - x^2 + 4*x + 1,-48,36,48,0,12,1,D(4),10512
x^4 - 4*x^3 - x^2 + 10*x + 1,-1008,168,336,-84,84,0,D(4),49392
x^4 - 4*x^3 - 4*x + 1,96,-48,96,0,48,1,D(4),-34560
x^4 - 4*x^3 + 4*x + 1,-32,16,32,0,16,1,D(4),4352
x^4 - 4*x^3 + 8*x + 1,-480,48,192,-48,48,0,D(4),13824
x^4 - 4*x^3 + x^2 - 4*x + 1,80,-60,80,0,20,1,D(4),-22000
x^4 - 4*x^3 + 2*x^2 - x + 1,25,-10,-20,15,5,0,D(4),-2475
x^4 - 4*x^3 + 3*x^2 - 4*x + 1,48,-60,48,0,12,1,D(4),-5616
x^4 - 4*x^3 + 3*x^2 + 2*x + 1,48,24,-48,12,12,0,D(4),432
x^4 - 4*x^3 + 3*x^2 + 4*x + 1,16,4,-16,0,4,1,D(4),1040
x^4 - 4*x^3 + 4*x^2 - 4*x + 1,32,-48,32,0,16,1,D(4),-1792
x^4 - 4*x^3 + 4*x^2 + 1,32,48,-64,16,16,0,D(4),512
