polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + 20*x^4 + 11*x^3 - 16*x^2 + 1,(745/2)*x^6 + (450)*x^5 + (1323/2)*x^4 + (-377)*x^3 + (84)*x^2 + (-165/2)*x^1 + (40),(745/2) * (x^6 + 180/149*x^5 + 1323/745*x^4 - 754/745*x^3 + 168/745*x^2 - 33/149*x + 16/149),745/2,450,1323/2,-377,84,-165/2,40,1/2,0,A5,1999252369
x^5 + 20*x^4 + 12*x^3 - 23*x^2 - 6*x + 1,(370)*x^6 + (1065/2)*x^5 + (996)*x^4 + (263)*x^3 + (1203/2)*x^2 + (117)*x^1 + (187/2),(370) * (x^6 + 213/148*x^5 + 498/185*x^4 + 263/370*x^3 + 1203/740*x^2 + 117/370*x + 187/740),370,1065/2,996,263,1203/2,117,187/2,1/2,0,A5,45803276289
x^5 + 20*x^4 + 13*x^3 + 7*x^2 - 4*x + 1,(735/2)*x^6 + (675/2)*x^5 + (207/2)*x^4 + (717)*x^3 + (-297/2)*x^2 + (-279/2)*x^1 + (-3/2),(735/2) * (x^6 + 45/49*x^5 + 69/245*x^4 + 478/245*x^3 - 99/245*x^2 - 93/245*x - 1/245),735/2,675/2,207/2,717,-297/2,-279/2,-3/2,3/2,0,A5,3730033476
x^5 + 21*x^4 - 23*x^3 - 23*x^2 + 6*x + 1,(997/2)*x^6 + (-552)*x^5 + (1428)*x^4 + (151)*x^3 + (1371/2)*x^2 + (-69/2)*x^1 + (187/2),(997/2) * (x^6 - 1104/997*x^5 + 2856/997*x^4 + 302/997*x^3 + 1371/997*x^2 - 69/997*x + 187/997),997/2,-552,1428,151,1371/2,-69/2,187/2,1/2,0,A5,127374041025
x^5 + 21*x^4 - 12*x^3 - 3*x^2 + x + 1,(471)*x^6 + (-711/2)*x^5 + (591/2)*x^4 + (-100)*x^3 + (-567/2)*x^2 + (171/2)*x^1 + (17/2),(471) * (x^6 - 237/314*x^5 + 197/314*x^4 - 100/471*x^3 - 189/314*x^2 + 57/314*x + 17/942),471,-711/2,591/2,-100,-567/2,171/2,17/2,1/2,0,A5,624650049
x^5 + 21*x^4 - x^3 + 10*x^2 + 1,(887/2)*x^6 + (-213/2)*x^5 + (-627/2)*x^4 + (-45)*x^3 + (-165)*x^2 + (15/2)*x^1 + (-25),(887/2) * (x^6 - 213/887*x^5 - 627/887*x^4 - 90/887*x^3 - 330/887*x^2 + 15/887*x - 50/887),887/2,-213/2,-627/2,-45,-165,15/2,-25,1/2,0,A5,55741156
x^5 + 21*x^4 + x^3 + 9*x^2 - 2*x + 1,(877/2)*x^6 + (-36)*x^5 + (-252)*x^4 + (287)*x^3 + (-381/2)*x^2 + (-69/2)*x^1 + (-37/2),(877/2) * (x^6 - 72/877*x^5 - 504/877*x^4 + 574/877*x^3 - 381/877*x^2 - 69/877*x - 37/877),877/2,-36,-252,287,-381/2,-69/2,-37/2,1/2,0,A5,964040401
x^5 + 21*x^4 + x^3 + 9*x^2 + 5*x + 1,(877/2)*x^6 + (-36)*x^5 + (-357)*x^4 + (-742)*x^3 + (-201)*x^2 + (60)*x^1 + (5/2),(877/2) * (x^6 - 72/877*x^5 - 714/877*x^4 - 1484/877*x^3 - 402/877*x^2 + 120/877*x + 5/877),877/2,-36,-357,-742,-201,60,5/2,1/2,0,A5,2078265744
x^5 + 21*x^4 + 16*x^3 - 4*x^2 - 3*x + 1,(401)*x^6 + (534)*x^5 + (555)*x^4 + (288)*x^3 + (-219)*x^2 + (-102)*x^1 + (19),(401) * (x^6 + 534/401*x^5 + 555/401*x^4 + 288/401*x^3 - 219/401*x^2 - 102/401*x + 19/401),401,534,555,288,-219,-102,19,1,0,A5,178489600
x^5 + 21*x^4 + 25*x^3 + 14*x^2 - 7*x + 1,(757/2)*x^6 + (1365/2)*x^5 + (1203/2)*x^4 + (1704)*x^3 + (483/2)*x^2 + (-669/2)*x^1 + (14),(757/2) * (x^6 + 1365/757*x^5 + 1203/757*x^4 + 3408/757*x^3 + 483/757*x^2 - 669/757*x + 28/757),757/2,1365/2,1203/2,1704,483/2,-669/2,14,1/2,0,A5,12785955625
x^5 + 22*x^4 - 25*x^3 - 23*x^2 + x + 1,(1093/2)*x^6 + (-1305/2)*x^5 + (3363/2)*x^4 + (971)*x^3 + (501)*x^2 + (153)*x^1 + (117/2),(1093/2) * (x^6 - 1305/1093*x^5 + 3363/1093*x^4 + 1942/1093*x^3 + 1002/1093*x^2 + 306/1093*x + 117/1093),1093/2,-1305/2,3363/2,971,501,153,117/2,1/2,0,A5,44102940049
x^5 + 22*x^4 - 21*x^3 + 15*x^2 - 4*x + 1,(1073/2)*x^6 + (-1611/2)*x^5 + (453/2)*x^4 + (-39)*x^3 + (-237/2)*x^2 + (135/2)*x^1 + (-43/2),(1073/2) * (x^6 - 1611/1073*x^5 + 453/1073*x^4 - 78/1073*x^3 - 237/1073*x^2 + 135/1073*x - 43/1073),1073/2,-1611/2,453/2,-39,-237/2,135/2,-43/2,1/2,0,A5,101888836
x^5 + 22*x^4 - 13*x^3 - 11*x^2 + 4*x + 1,(1033/2)*x^6 + (-693/2)*x^5 + (1113/2)*x^4 + (-355)*x^3 + (-141/2)*x^2 + (63/2)*x^1 + (87/2),(1033/2) * (x^6 - 693/1033*x^5 + 1113/1033*x^4 - 710/1033*x^3 - 141/1033*x^2 + 63/1033*x + 87/1033),1033/2,-693/2,1113/2,-355,-141/2,63/2,87/2,1/2,0,A5,1211318416
x^5 + 22*x^4 - 3*x^3 + x^2 + 3*x + 1,(983/2)*x^6 + (-213/2)*x^5 + (-129/2)*x^4 + (-493)*x^3 + (-315)*x^2 + (27)*x^1 + (13/2),(983/2) * (x^6 - 213/983*x^5 - 129/983*x^4 - 986/983*x^3 - 630/983*x^2 + 54/983*x + 13/983),983/2,-213/2,-129/2,-493,-315,27,13/2,1/2,0,A5,1537816225
x^5 + 22*x^4 + 9*x^2 - x + 1,(484)*x^6 + (-135/2)*x^5 + (-282)*x^4 + (129)*x^3 + (-417/2)*x^2 + (-27/2)*x^1 + (-43/2),(484) * (x^6 - 135/968*x^5 - 141/242*x^4 + 129/484*x^3 - 417/968*x^2 - 27/968*x - 43/968),484,-135/2,-282,129,-417/2,-27/2,-43/2,1/2,0,A5,253510084
x^5 + 22*x^4 + 3*x^3 - 23*x^2 + x + 1,(953/2)*x^6 + (543/2)*x^5 + (1515/2)*x^4 + (-317)*x^3 + (459)*x^2 + (-57)*x^1 + (117/2),(953/2) * (x^6 + 543/953*x^5 + 1515/953*x^4 - 634/953*x^3 + 918/953*x^2 - 114/953*x + 117/953),953/2,543/2,1515/2,-317,459,-57,117/2,1/2,0,A5,29742106681
x^5 + 22*x^4 + 3*x^3 + 4*x^2 - 4*x + 1,(953/2)*x^6 + (69)*x^5 + (-117/2)*x^4 + (615)*x^3 + (-288)*x^2 + (-93/2)*x^1 + (6),(953/2) * (x^6 + 138/953*x^5 - 117/953*x^4 + 1230/953*x^3 - 576/953*x^2 - 93/953*x + 12/953),953/2,69,-117/2,615,-288,-93/2,6,1/2,0,A5,1909952209
x^5 + 22*x^4 + 3*x^3 + 12*x^2 - 4*x + 1,(953/2)*x^6 + (9)*x^5 + (-645/2)*x^4 + (663)*x^3 + (-96)*x^2 + (-189/2)*x^1 + (-14),(953/2) * (x^6 + 18/953*x^5 - 645/953*x^4 + 1326/953*x^3 - 192/953*x^2 - 189/953*x - 28/953),953/2,9,-645/2,663,-96,-189/2,-14,1/2,0,A5,5647672801
x^5 + 22*x^4 + 19*x^3 + 5*x^2 + x + 1,(873/2)*x^6 + (1179/2)*x^5 + (723/2)*x^4 + (11)*x^3 + (-321)*x^2 + (-135)*x^1 + (-23/2),(873/2) * (x + 1) * (x^5 + 34/97*x^4 + 139/291*x^3 - 395/873*x^2 - 247/873*x - 23/873),873/2,1179/2,723/2,11,-321,-135,-23/2,1/2,0,A5,626951521
x^5 + 22*x^4 + 19*x^3 + 7*x^2 - 5*x + 1,(873/2)*x^6 + (1149/2)*x^5 + (771/2)*x^4 + (1011)*x^3 + (-114)*x^2 + (-195)*x^1 + (15/2),(873/2) * (x^6 + 383/291*x^5 + 257/291*x^4 + 674/291*x^3 - 76/291*x^2 - 130/291*x + 5/291),873/2,1149/2,771/2,1011,-114,-195,15/2,3/2,0,A5,6408803025
x^5 + 22*x^4 + 20*x^3 + 11*x^2 + 4*x + 1,(434)*x^6 + (1155/2)*x^5 + (177)*x^4 + (-201)*x^3 + (-537/2)*x^2 + (-84)*x^1 + (-23/2),(434) * (x^6 + 165/124*x^5 + 177/434*x^4 - 201/434*x^3 - 537/868*x^2 - 6/31*x - 23/868),434,1155/2,177,-201,-537/2,-84,-23/2,1/2,0,A5,85988529
x^5 + 23*x^4 + 5*x^3 - 14*x^2 - 3*x + 1,(1033/2)*x^6 + (555/2)*x^5 + (1131/2)*x^4 + (318)*x^3 + (-57/2)*x^2 + (51/2)*x^1 + (44),(1033/2) * (x^6 + 555/1033*x^5 + 1131/1033*x^4 + 636/1033*x^3 - 57/1033*x^2 + 51/1033*x + 88/1033),1033/2,555/2,1131/2,318,-57/2,51/2,44,1/2,0,A5,1427101729
x^5 + 24*x^4 - x^3 + 10*x^2 + 1,(1157/2)*x^6 + (-111)*x^5 + (-717/2)*x^4 + (-45)*x^3 + (-210)*x^2 + (15/2)*x^1 + (-25),(1157/2) * (x^6 - 222/1157*x^5 - 717/1157*x^4 - 90/1157*x^3 - 420/1157*x^2 + 15/1157*x - 50/1157),1157/2,-111,-717/2,-45,-210,15/2,-25,1/2,0,A5,29300569
x^5 + 24*x^4 + 4*x^3 + 15*x^2 - 5*x + 1,(566)*x^6 + (63/2)*x^5 + (-441)*x^4 + (935)*x^3 + (15/2)*x^2 + (-285/2)*x^1 + (-25/2),(566) * (x^6 + 63/1132*x^5 - 441/566*x^4 + 935/566*x^3 + 15/1132*x^2 - 285/1132*x - 25/1132),566,63/2,-441,935,15/2,-285/2,-25/2,1/2,0,A5,15351705604
x^5 + 24*x^4 + 10*x^3 + 9*x^2 - 4*x + 1,(551)*x^6 + (585/2)*x^5 + (-114)*x^4 + (827)*x^3 + (-357/2)*x^2 + (-129)*x^1 + (-13/2),(551) * (x^6 + 585/1102*x^5 - 6/29*x^4 + 827/551*x^3 - 357/1102*x^2 - 129/551*x - 13/1102),551,585/2,-114,827,-357/2,-129,-13/2,1/2,0,A5,8944430625
x^5 + 24*x^4 + 14*x^3 - 23*x^2 - 14*x + 1,(541)*x^6 + (1353/2)*x^5 + (1332)*x^4 + (1683)*x^3 + (1455/2)*x^2 + (378)*x^1 + (507/2),(541) * (x^6 + 1353/1082*x^5 + 1332/541*x^4 + 1683/541*x^3 + 1455/1082*x^2 + 378/541*x + 507/1082),541,1353/2,1332,1683,1455/2,378,507/2,1/2,0,A5,11459060209
x^5 + 24*x^4 + 19*x^3 + 17*x^2 - 9*x + 1,(1057/2)*x^6 + (1113/2)*x^5 + (129/2)*x^4 + (2133)*x^3 + (330)*x^2 + (-372)*x^1 + (77/2),(1057/2) * (x^6 + 159/151*x^5 + 129/1057*x^4 + 4266/1057*x^3 + 660/1057*x^2 - 744/1057*x + 11/151),1057/2,1113/2,129/2,2133,330,-372,77/2,1/2,0,A5,7918686169
x^5 + 25*x^4 + 8*x^3 - 4*x^2 + x + 1,(605)*x^6 + (330)*x^5 + (231)*x^4 + (-264)*x^3 + (-363)*x^2 + (-66)*x^1 + (11),(605) * (x^6 + 6/11*x^5 + 21/55*x^4 - 24/55*x^3 - 3/5*x^2 - 6/55*x + 1/55),605,330,231,-264,-363,-66,11,11,0,A5,33732864
x^5 + 25*x^4 + 8*x^3 + 24*x^2 + 9*x + 1,(605)*x^6 + (120)*x^5 + (-939)*x^4 + (-1216)*x^3 + (381)*x^2 + (264)*x^1 + (21),(605) * (x^6 + 24/121*x^5 - 939/605*x^4 - 1216/605*x^3 + 381/605*x^2 + 24/55*x + 21/605),605,120,-939,-1216,381,264,21,1,0,A5,11402822656
x^5 + 25*x^4 + 15*x^3 + 15*x^2 + 5*x + 1,(1175/2)*x^6 + (450)*x^5 + (-300)*x^4 + (-450)*x^3 + (-150)*x^2 + (0)*x^1 + (-25/2),(1175/2) * (x^6 + 36/47*x^5 - 24/47*x^4 - 36/47*x^3 - 12/47*x^2 - 1/47),1175/2,450,-300,-450,-150,0,-25/2,25/2,1,A5,1122250000
x^5 - 20*x^4 + 10*x^3 + 25*x^2 - 14*x + 1,(375)*x^6 + (-975/2)*x^5 + (1110)*x^4 + (-1485)*x^3 + (2895/2)*x^2 + (-600)*x^1 + (267/2),(375) * (x^6 - 13/10*x^5 + 74/25*x^4 - 99/25*x^3 + 193/50*x^2 - 8/5*x + 89/250),375,-975/2,1110,-1485,2895/2,-600,267/2,3/2,0,D(5),29546515881
x^5 - 18*x^4 + 9*x^3 + 23*x^2 - 13*x + 1,(603/2)*x^6 + (-831/2)*x^5 + (1875/2)*x^4 + (-1249)*x^3 + (1239)*x^2 + (-516)*x^1 + (223/2),(603/2) * (x^6 - 277/201*x^5 + 625/201*x^4 - 2498/603*x^3 + 826/201*x^2 - 344/201*x + 223/603),603/2,-831/2,1875/2,-1249,1239,-516,223/2,1/2,0,D(5),13382556489
x^5 - 17*x^4 + 4*x^3 + 25*x^2 + 11*x + 1,(279)*x^6 + (-579/2)*x^5 + (993/2)*x^4 + (1484)*x^3 + (2253/2)*x^2 + (765/2)*x^1 + (117/2),(279) * (x^6 - 193/186*x^5 + 331/186*x^4 + 1484/279*x^3 + 751/186*x^2 + 85/62*x + 13/62),279,-579/2,993/2,1484,2253/2,765/2,117/2,1/2,0,D(5),672105625
x^5 - 16*x^4 + 8*x^3 + 21*x^2 - 12*x + 1,(236)*x^6 + (-699/2)*x^5 + (780)*x^4 + (-1033)*x^3 + (2091/2)*x^2 + (-438)*x^1 + (183/2),(236) * (x^6 - 699/472*x^5 + 195/59*x^4 - 1033/236*x^3 + 2091/472*x^2 - 219/118*x + 183/472),236,-699/2,780,-1033,2091/2,-438,183/2,1/2,0,D(5),5517964089
x^5 - 15*x^4 - 23*x^3 + 5*x + 1,(565/2)*x^6 + (1035/2)*x^5 + (1437/2)*x^4 + (500)*x^3 + (795/2)*x^2 + (345/2)*x^1 + (25),(565/2) * (x^6 + 207/113*x^5 + 1437/565*x^4 + 200/113*x^3 + 159/113*x^2 + 69/113*x + 10/113),565/2,1035/2,1437/2,500,795/2,345/2,25,1/2,0,D(5),13024881
x^5 - 14*x^4 + 7*x^3 + 19*x^2 - 11*x + 1,(357/2)*x^6 + (-579/2)*x^5 + (1275/2)*x^4 + (-837)*x^3 + (867)*x^2 + (-366)*x^1 + (147/2),(357/2) * (x^6 - 193/119*x^5 + 25/7*x^4 - 558/119*x^3 + 34/7*x^2 - 244/119*x + 7/17),357/2,-579/2,1275/2,-837,867,-366,147/2,3/2,0,D(5),2014483689
x^5 - 14*x^4 + 25*x^3 + 10*x^2 - 20*x + 1,(267/2)*x^6 + (-600)*x^5 + (2895/2)*x^4 + (-1485)*x^3 + (1110)*x^2 + (-975/2)*x^1 + (375),(267/2) * (x^6 - 400/89*x^5 + 965/89*x^4 - 990/89*x^3 + 740/89*x^2 - 325/89*x + 250/89),267/2,-600,2895/2,-1485,1110,-975/2,375,3/2,0,D(5),29546515881
x^5 - 13*x^4 + 5*x^3 + 17*x^2 - 9*x + 1,(313/2)*x^6 + (-225)*x^5 + (504)*x^4 + (-674)*x^3 + (696)*x^2 + (-267)*x^1 + (77/2),(313/2) * (x^6 - 450/313*x^5 + 1008/313*x^4 - 1348/313*x^3 + 1392/313*x^2 - 534/313*x + 77/313),313/2,-225,504,-674,696,-267,77/2,1/2,0,D(5),305830144
x^5 - 13*x^4 + 23*x^3 + 9*x^2 - 18*x + 1,(223/2)*x^6 + (-516)*x^5 + (1239)*x^4 + (-1249)*x^3 + (1875/2)*x^2 + (-831/2)*x^1 + (603/2),(223/2) * (x^6 - 1032/223*x^5 + 2478/223*x^4 - 2498/223*x^3 + 1875/223*x^2 - 831/223*x + 603/223),223/2,-516,1239,-1249,1875/2,-831/2,603/2,1/2,0,D(5),13382556489
x^5 - 13*x^4 + 25*x^3 - 11*x^2 - 2*x + 1,(213/2)*x^6 + (-405)*x^5 + (753)*x^4 + (-757)*x^3 + (903/2)*x^2 + (-309/2)*x^1 + (63/2),(213/2) * (x^6 - 270/71*x^5 + 502/71*x^4 - 1514/213*x^3 + 301/71*x^2 - 103/71*x + 21/71),213/2,-405,753,-757,903/2,-309/2,63/2,1/2,0,D(5),18671041
x^5 - 12*x^4 - 25*x^3 - 8*x^2 + 4*x + 1,(413/2)*x^6 + (510)*x^5 + (1467/2)*x^4 + (711)*x^3 + (426)*x^2 + (279/2)*x^1 + (36),(413/2) * (x^6 + 1020/413*x^5 + 1467/413*x^4 + 1422/413*x^3 + 852/413*x^2 + 279/413*x + 72/413),413/2,510,1467/2,711,426,279/2,36,1/2,0,D(5),142110241
x^5 - 12*x^4 + 6*x^3 + 17*x^2 - 10*x + 1,(129)*x^6 + (-471/2)*x^5 + (510)*x^4 + (-661)*x^3 + (1407/2)*x^2 + (-300)*x^1 + (115/2),(129) * (x^6 - 157/86*x^5 + 170/43*x^4 - 661/129*x^3 + 469/86*x^2 - 100/43*x + 115/258),129,-471/2,510,-661,1407/2,-300,115/2,1/2,0,D(5),623151369
x^5 - 12*x^4 + 21*x^3 + 8*x^2 - 16*x + 1,(183/2)*x^6 + (-438)*x^5 + (2091/2)*x^4 + (-1033)*x^3 + (780)*x^2 + (-699/2)*x^1 + (236),(183/2) * (x^6 - 292/61*x^5 + 697/61*x^4 - 2066/183*x^3 + 520/61*x^2 - 233/61*x + 472/183),183/2,-438,2091/2,-1033,780,-699/2,236,1/2,0,D(5),5517964089
x^5 - 12*x^4 + 23*x^3 - 10*x^2 - 2*x + 1,(173/2)*x^6 + (-339)*x^5 + (1287/2)*x^4 + (-653)*x^3 + (399)*x^2 + (-285/2)*x^1 + (29),(173/2) * (x^6 - 678/173*x^5 + 1287/173*x^4 - 1306/173*x^3 + 798/173*x^2 - 285/173*x + 58/173),173/2,-339,1287/2,-653,399,-285/2,29,1/2,0,D(5),9740641
x^5 - 11*x^4 - 23*x^3 - 7*x^2 + 4*x + 1,(357/2)*x^6 + (432)*x^5 + (618)*x^4 + (605)*x^3 + (753/2)*x^2 + (261/2)*x^1 + (67/2),(357/2) * (x^6 + 288/119*x^5 + 412/119*x^4 + 1210/357*x^3 + 251/119*x^2 + 87/119*x + 67/357),357/2,432,618,605,753/2,261/2,67/2,1/2,0,D(5),91259809
x^5 - 11*x^4 + 19*x^3 + 7*x^2 - 14*x + 1,(147/2)*x^6 + (-366)*x^5 + (867)*x^4 + (-837)*x^3 + (1275/2)*x^2 + (-579/2)*x^1 + (357/2),(147/2) * (x^6 - 244/49*x^5 + 578/49*x^4 - 558/49*x^3 + 425/49*x^2 - 193/49*x + 17/7),147/2,-366,867,-837,1275/2,-579/2,357/2,3/2,0,D(5),2014483689
x^5 - 11*x^4 + 21*x^3 - 9*x^2 - 2*x + 1,(137/2)*x^6 + (-279)*x^5 + (543)*x^4 + (-557)*x^3 + (699/2)*x^2 + (-261/2)*x^1 + (53/2),(137/2) * (x^6 - 558/137*x^5 + 1086/137*x^4 - 1114/137*x^3 + 699/137*x^2 - 261/137*x + 53/137),137/2,-279,543,-557,699/2,-261/2,53/2,1/2,0,D(5),4635409
x^5 - 11*x^4 + 23*x^3 - 10*x^2 - 5*x + 1,(127/2)*x^6 + (-609/2)*x^5 + (1407/2)*x^4 + (-870)*x^3 + (975/2)*x^2 + (-195/2)*x^1 + (50),(127/2) * (x^6 - 609/127*x^5 + 1407/127*x^4 - 1740/127*x^3 + 975/127*x^2 - 195/127*x + 100/127),127/2,-609/2,1407/2,-870,975/2,-195/2,50,1/2,0,D(5),13024881
x^5 - 10*x^4 - 21*x^3 - 6*x^2 + 4*x + 1,(305/2)*x^6 + (360)*x^5 + (1023/2)*x^4 + (507)*x^3 + (330)*x^2 + (243/2)*x^1 + (31),(305/2) * (x^6 + 144/61*x^5 + 1023/305*x^4 + 1014/305*x^3 + 132/61*x^2 + 243/305*x + 62/305),305/2,360,1023/2,507,330,243/2,31,1/2,0,D(5),56445169
x^5 - 10*x^4 + 5*x^3 + 15*x^2 - 9*x + 1,(175/2)*x^6 + (-375/2)*x^5 + (795/2)*x^4 + (-505)*x^3 + (555)*x^2 + (-240)*x^1 + (87/2),(175/2) * (x^6 - 15/7*x^5 + 159/35*x^4 - 202/35*x^3 + 222/35*x^2 - 96/35*x + 87/175),175/2,-375/2,795/2,-505,555,-240,87/2,1/2,0,D(5),151068681
x^5 - 10*x^4 + 17*x^3 + 6*x^2 - 12*x + 1,(115/2)*x^6 + (-300)*x^5 + (1407/2)*x^4 + (-661)*x^3 + (510)*x^2 + (-471/2)*x^1 + (129),(115/2) * (x^6 - 120/23*x^5 + 1407/115*x^4 - 1322/115*x^3 + 204/23*x^2 - 471/115*x + 258/115),115/2,-300,1407/2,-661,510,-471/2,129,1/2,0,D(5),623151369
x^5 - 10*x^4 + 19*x^3 - 8*x^2 - 2*x + 1,(105/2)*x^6 + (-225)*x^5 + (903/2)*x^4 + (-469)*x^3 + (303)*x^2 + (-237/2)*x^1 + (24),(105/2) * (x^6 - 30/7*x^5 + 43/5*x^4 - 134/15*x^3 + 202/35*x^2 - 79/35*x + 16/35),105/2,-225,903/2,-469,303,-237/2,24,1/2,0,D(5),1940449
x^5 - 9*x^4 - 19*x^3 - 5*x^2 + 4*x + 1,(257/2)*x^6 + (294)*x^5 + (414)*x^4 + (417)*x^3 + (573/2)*x^2 + (225/2)*x^1 + (57/2),(257/2) * (x^6 + 588/257*x^5 + 828/257*x^4 + 834/257*x^3 + 573/257*x^2 + 225/257*x + 57/257),257/2,294,414,417,573/2,225/2,57/2,1/2,0,D(5),33373729
x^5 - 9*x^4 - 4*x^3 + 23*x^2 + 15*x + 1,(91)*x^6 + (-237/2)*x^5 + (219/2)*x^4 + (736)*x^3 + (2037/2)*x^2 + (1095/2)*x^1 + (335/2),(91) * (x^6 - 237/182*x^5 + 219/182*x^4 + 736/91*x^3 + 291/26*x^2 + 1095/182*x + 335/182),91,-237/2,219/2,736,2037/2,1095/2,335/2,1/2,0,D(5),1963110249
x^5 - 9*x^4 + 15*x^3 + 5*x^2 - 10*x + 1,(87/2)*x^6 + (-240)*x^5 + (555)*x^4 + (-505)*x^3 + (795/2)*x^2 + (-375/2)*x^1 + (175/2),(87/2) * (x^6 - 160/29*x^5 + 370/29*x^4 - 1010/87*x^3 + 265/29*x^2 - 125/29*x + 175/87),87/2,-240,555,-505,795/2,-375/2,175/2,1/2,0,D(5),151068681
x^5 - 9*x^4 + 17*x^3 - 7*x^2 - 2*x + 1,(77/2)*x^6 + (-177)*x^5 + (369)*x^4 + (-389)*x^3 + (519/2)*x^2 + (-213/2)*x^1 + (43/2),(77/2) * (x^6 - 354/77*x^5 + 738/77*x^4 - 778/77*x^3 + 519/77*x^2 - 213/77*x + 43/77),77/2,-177,369,-389,519/2,-213/2,43/2,1/2,0,D(5),667489
x^5 - 9*x^4 + 17*x^3 + 5*x^2 - 13*x + 1,(77/2)*x^6 + (-267)*x^5 + (696)*x^4 + (-674)*x^3 + (504)*x^2 + (-225)*x^1 + (313/2),(77/2) * (x^6 - 534/77*x^5 + 1392/77*x^4 - 1348/77*x^3 + 144/11*x^2 - 450/77*x + 313/77),77/2,-267,696,-674,504,-225,313/2,1/2,0,D(5),305830144
x^5 - 9*x^4 + 19*x^3 - x^2 - 7*x + 1,(67/2)*x^6 + (-249)*x^5 + (633)*x^4 + (-504)*x^3 + (336)*x^2 + (-132)*x^1 + (103/2),(67/2) * (x^6 - 498/67*x^5 + 1266/67*x^4 - 1008/67*x^3 + 672/67*x^2 - 264/67*x + 103/67),67/2,-249,633,-504,336,-132,103/2,1/2,0,D(5),32672656
x^5 - 9*x^4 + 19*x^3 + 8*x^2 - 3*x + 1,(67/2)*x^6 + (-633/2)*x^5 + (1389/2)*x^4 + (90)*x^3 + (633/2)*x^2 + (-357/2)*x^1 + (-11),(67/2) * (x^6 - 633/67*x^5 + 1389/67*x^4 + 180/67*x^3 + 633/67*x^2 - 357/67*x - 22/67),67/2,-633/2,1389/2,90,633/2,-357/2,-11,1/2,0,D(5),16507969
x^5 - 8*x^4 - 22*x^3 - 7*x^2 + 8*x + 1,(119)*x^6 + (633/2)*x^5 + (522)*x^4 + (731)*x^3 + (915/2)*x^2 + (81)*x^1 + (163/2),(119) * (x^6 + 633/238*x^5 + 522/119*x^4 + 43/7*x^3 + 915/238*x^2 + 81/119*x + 163/238),119,633/2,522,731,915/2,81,163/2,1/2,0,D(5),117223929
x^5 - 8*x^4 - 17*x^3 - 4*x^2 + 4*x + 1,(213/2)*x^6 + (234)*x^5 + (651/2)*x^4 + (335)*x^3 + (246)*x^2 + (207/2)*x^1 + (26),(213/2) * (x^6 + 156/71*x^5 + 217/71*x^4 + 670/213*x^3 + 164/71*x^2 + 69/71*x + 52/213),213/2,234,651/2,335,246,207/2,26,1/2,0,D(5),18671041
x^5 - 8*x^4 - 11*x^3 + 9*x^2 + 7*x + 1,(183/2)*x^6 + (129/2)*x^5 + (369/2)*x^4 + (169)*x^3 + (357)*x^2 + (177)*x^1 + (53/2),(183/2) * (x^6 + 43/61*x^5 + 123/61*x^4 + 338/183*x^3 + 238/61*x^2 + 118/61*x + 53/183),183/2,129/2,369/2,169,357,177,53/2,1/2,0,D(5),32706961
x^5 - 8*x^4 + 4*x^3 + 13*x^2 - 8*x + 1,(54)*x^6 + (-291/2)*x^5 + (300)*x^4 + (-369)*x^3 + (843/2)*x^2 + (-186)*x^1 + (63/2),(54) * (x^6 - 97/36*x^5 + 50/9*x^4 - 41/6*x^3 + 281/36*x^2 - 31/9*x + 7/12),54,-291/2,300,-369,843/2,-186,63/2,3/2,0,D(5),24235929
x^5 - 8*x^4 + 13*x^3 + 4*x^2 - 8*x + 1,(63/2)*x^6 + (-186)*x^5 + (843/2)*x^4 + (-369)*x^3 + (300)*x^2 + (-291/2)*x^1 + (54),(63/2) * (x^6 - 124/21*x^5 + 281/21*x^4 - 82/7*x^3 + 200/21*x^2 - 97/21*x + 12/7),63/2,-186,843/2,-369,300,-291/2,54,3/2,0,D(5),24235929
x^5 - 8*x^4 + 15*x^3 - 6*x^2 - 2*x + 1,(53/2)*x^6 + (-135)*x^5 + (591/2)*x^4 + (-317)*x^3 + (219)*x^2 + (-189/2)*x^1 + (19),(53/2) * (x^6 - 270/53*x^5 + 591/53*x^4 - 634/53*x^3 + 438/53*x^2 - 189/53*x + 38/53),53/2,-135,591/2,-317,219,-189/2,19,1/2,0,D(5),160801
x^5 - 8*x^4 + 15*x^3 + x^2 + 15*x + 1,(53/2)*x^6 + (-375/2)*x^5 + (249/2)*x^4 + (845)*x^3 + (-216)*x^2 + (-90)*x^1 + (445/2),(53/2) * (x^6 - 375/53*x^5 + 249/53*x^4 + 1690/53*x^3 - 432/53*x^2 - 180/53*x + 445/53),53/2,-375/2,249/2,845,-216,-90,445/2,1/2,0,D(5),61858225
x^5 - 8*x^4 + 18*x^3 - 3*x^2 - 2*x + 1,(19)*x^6 + (-387/2)*x^5 + (480)*x^4 + (-245)*x^3 + (375/2)*x^2 + (-126)*x^1 + (23/2),(19) * (x^6 - 387/38*x^5 + 480/19*x^4 - 245/19*x^3 + 375/38*x^2 - 126/19*x + 23/38),19,-387/2,480,-245,375/2,-126,23/2,1/2,0,D(5),4986289
