polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + x^4 - 10*x^3 - 9*x^2 + 3*x + 1,(26)*x^6 + (105/2)*x^5 + (237/2)*x^4 + (134)*x^3 + (303/2)*x^2 + (69/2)*x^1 + (63/2),(26) * (x^6 + 105/52*x^5 + 237/52*x^4 + 67/13*x^3 + 303/52*x^2 + 69/52*x + 63/52),26,105/2,237/2,134,303/2,69/2,63/2,1/2,0,D(5),18671041
x^5 + x^4 - 9*x^3 - 8*x^2 + 3*x + 1,(47/2)*x^6 + (93/2)*x^5 + (177/2)*x^4 + (98)*x^3 + (243/2)*x^2 + (63/2)*x^1 + (29),(47/2) * (x^6 + 93/47*x^5 + 177/47*x^4 + 196/47*x^3 + 243/47*x^2 + 63/47*x + 58/47),47/2,93/2,177/2,98,243/2,63/2,29,1/2,0,D(5),9740641
x^5 + x^4 - 8*x^3 - 7*x^2 + 3*x + 1,(21)*x^6 + (81/2)*x^5 + (123/2)*x^4 + (66)*x^3 + (189/2)*x^2 + (57/2)*x^1 + (53/2),(21) * (x^6 + 27/14*x^5 + 41/14*x^4 + 22/7*x^3 + 9/2*x^2 + 19/14*x + 53/42),21,81/2,123/2,66,189/2,57/2,53/2,1/2,0,D(5),4635409
x^5 + x^4 - 7*x^3 - 6*x^2 + 3*x + 1,(37/2)*x^6 + (69/2)*x^5 + (75/2)*x^4 + (38)*x^3 + (141/2)*x^2 + (51/2)*x^1 + (24),(37/2) * (x^6 + 69/37*x^5 + 75/37*x^4 + 76/37*x^3 + 141/37*x^2 + 51/37*x + 48/37),37/2,69/2,75/2,38,141/2,51/2,24,1/2,0,D(5),1940449
x^5 + x^4 - 6*x^3 - 5*x^2 + 3*x + 1,(16)*x^6 + (57/2)*x^5 + (33/2)*x^4 + (14)*x^3 + (99/2)*x^2 + (45/2)*x^1 + (43/2),(16) * (x^6 + 57/32*x^5 + 33/32*x^4 + 7/8*x^3 + 99/32*x^2 + 45/32*x + 43/32),16,57/2,33/2,14,99/2,45/2,43/2,1/2,0,D(5),667489
x^5 + x^4 - 5*x^3 - 5*x^2 + 10*x + 1,(27/2)*x^6 + (30)*x^5 + (-105)*x^4 + (-45)*x^3 + (195/2)*x^2 + (-75/2)*x^1 + (225/2),(27/2) * (x^6 + 20/9*x^5 - 70/9*x^4 - 10/3*x^3 + 65/9*x^2 - 25/9*x + 25/3),27/2,30,-105,-45,195/2,-75/2,225/2,3/2,0,D(5),826281
x^5 + x^4 - 5*x^3 - 4*x^2 + 3*x + 1,(27/2)*x^6 + (45/2)*x^5 + (-3/2)*x^4 + (-6)*x^3 + (63/2)*x^2 + (39/2)*x^1 + (19),(27/2) * (x^6 + 5/3*x^5 - 1/9*x^4 - 4/9*x^3 + 7/3*x^2 + 13/9*x + 38/27),27/2,45/2,-3/2,-6,63/2,39/2,19,1/2,0,D(5),160801
x^5 + x^4 - 3*x^3 - 2*x^2 + 3*x + 1,(17/2)*x^6 + (21/2)*x^5 + (-57/2)*x^4 + (-34)*x^3 + (9/2)*x^2 + (27/2)*x^1 + (14),(17/2) * (x^6 + 21/17*x^5 - 57/17*x^4 - 4*x^3 + 9/17*x^2 + 27/17*x + 28/17),17/2,21/2,-57/2,-34,9/2,27/2,14,1/2,0,D(5),2209
x^5 + x^4 - 3*x^3 + 3*x^2 - 2*x + 1,(17/2)*x^6 + (-27)*x^5 + (39)*x^4 + (-29)*x^3 + (-21/2)*x^2 + (27/2)*x^1 + (-7/2),(17/2) * (x^6 - 54/17*x^5 + 78/17*x^4 - 58/17*x^3 - 21/17*x^2 + 27/17*x - 7/17),17/2,-27,39,-29,-21/2,27/2,-7/2,1/2,0,D(5),10609
x^5 + x^4 - 2*x^3 - x^2 + 3*x + 1,(6)*x^6 + (9/2)*x^5 + (-75/2)*x^4 + (-42)*x^3 + (-9/2)*x^2 + (21/2)*x^1 + (23/2),(6) * (x^6 + 3/4*x^5 - 25/4*x^4 - 7*x^3 - 3/4*x^2 + 7/4*x + 23/12),6,9/2,-75/2,-42,-9/2,21/2,23/2,1/2,0,D(5),16129
x^5 + x^4 - x^3 + 3*x + 1,(7/2)*x^6 + (-3/2)*x^5 + (-87/2)*x^4 + (-46)*x^3 + (-21/2)*x^2 + (15/2)*x^1 + (9),(7/2) * (x^6 - 3/7*x^5 - 87/7*x^4 - 92/7*x^3 - 3*x^2 + 15/7*x + 18/7),7/2,-3/2,-87/2,-46,-21/2,15/2,9,1/2,0,D(5),20449
x^5 + x^4 - x^3 + 11*x^2 - 6*x + 1,(7/2)*x^6 + (-84)*x^5 + (75)*x^4 + (-5)*x^3 + (315/2)*x^2 + (-183/2)*x^1 + (17/2),(7/2) * (x^6 - 24*x^5 + 150/7*x^4 - 10/7*x^3 + 45*x^2 - 183/7*x + 17/7),7/2,-84,75,-5,315/2,-183/2,17/2,1/2,0,D(5),2798929
x^5 + x^4 + x^2 + 3*x + 1,(1)*x^6 + (-15/2)*x^5 + (-93/2)*x^4 + (-46)*x^3 + (-27/2)*x^2 + (9/2)*x^1 + (13/2),x^6 - 15/2*x^5 - 93/2*x^4 - 46*x^3 - 27/2*x^2 + 9/2*x + 13/2,1,-15/2,-93/2,-46,-27/2,9/2,13/2,1,0,D(5),14161
x^5 + x^4 + 7*x^2 - 5*x + 1,(1)*x^6 + (-105/2)*x^5 + (129/2)*x^4 + (10)*x^3 + (117/2)*x^2 + (-105/2)*x^1 + (15/2),x^6 - 105/2*x^5 + 129/2*x^4 + 10*x^3 + 117/2*x^2 - 105/2*x + 15/2,1,-105/2,129/2,10,117/2,-105/2,15/2,1,0,D(5),373321
x^5 + x^4 + 9*x^2 + 13*x + 1,(1)*x^6 + (-135/2)*x^5 + (-417/2)*x^4 + (-116)*x^3 + (213/2)*x^2 + (351/2)*x^1 + (293/2),x^6 - 135/2*x^5 - 417/2*x^4 - 116*x^3 + 213/2*x^2 + 351/2*x + 293/2,1,-135/2,-417/2,-116,213/2,351/2,293/2,1,0,D(5),4305625
x^5 + x^4 + x^3 + 2*x^2 + 3*x + 1,(-3/2)*x^6 + (-27/2)*x^5 + (-93/2)*x^4 + (-42)*x^3 + (-27/2)*x^2 + (3/2)*x^1 + (4),(-3/2) * (x^6 + 9*x^5 + 31*x^4 + 28*x^3 + 9*x^2 - x - 8/3),-3/2,-27/2,-93/2,-42,-27/2,3/2,4,1/2,0,D(5),6241
x^5 + x^4 + x^3 + 5*x^2 + 4*x + 1,(-3/2)*x^6 + (-36)*x^5 + (-66)*x^4 + (-43)*x^3 + (33/2)*x^2 + (45/2)*x^1 + (7/2),(-3/2) * (x^6 + 24*x^5 + 44*x^4 + 86/3*x^3 - 11*x^2 - 15*x - 7/3),-3/2,-36,-66,-43,33/2,45/2,7/2,1/2,0,D(5),20449
x^5 + x^4 + 2*x^3 + 3*x^2 + 3*x + 1,(-4)*x^6 + (-39/2)*x^5 + (-87/2)*x^4 + (-34)*x^3 + (-21/2)*x^2 + (-3/2)*x^1 + (3/2),(-4) * (x^6 + 39/8*x^5 + 87/8*x^4 + 17/2*x^3 + 21/8*x^2 + 3/8*x - 3/8),-4,-39/2,-87/2,-34,-21/2,-3/2,3/2,1/2,0,D(5),2209
x^5 + x^4 + 2*x^3 + 17*x^2 + 5*x + 1,(-4)*x^6 + (-249/2)*x^5 + (-189/2)*x^4 + (8)*x^3 + (807/2)*x^2 + (225/2)*x^1 + (-35/2),(-4) * (x^6 + 249/8*x^5 + 189/8*x^4 - 2*x^3 - 807/8*x^2 - 225/8*x + 35/8),-4,-249/2,-189/2,8,807/2,225/2,-35/2,1/2,0,D(5),74183769
x^5 + x^4 + 3*x^3 + 4*x^2 + 3*x + 1,(-13/2)*x^6 + (-51/2)*x^5 + (-75/2)*x^4 + (-22)*x^3 + (-9/2)*x^2 + (-9/2)*x^1 + (-1),(-13/2) * (x^6 + 51/13*x^5 + 75/13*x^4 + 44/13*x^3 + 9/13*x^2 + 9/13*x + 2/13),-13/2,-51/2,-75/2,-22,-9/2,-9/2,-1,1,0,D(5),2209
x^5 + x^4 + 3*x^3 + 13*x^2 + 1,(-13/2)*x^6 + (-93)*x^5 + (-6)*x^4 + (53)*x^3 + (477/2)*x^2 + (-45/2)*x^1 + (-65/2),(-13/2) * (x^6 + 186/13*x^5 + 12/13*x^4 - 106/13*x^3 - 477/13*x^2 + 45/13*x + 5),-13/2,-93,-6,53,477/2,-45/2,-65/2,1/2,0,D(5),34515625
x^5 + x^4 + 4*x^3 + 3*x^2 + 7*x + 1,(-9)*x^6 + (-33/2)*x^5 + (-171/2)*x^4 + (-50)*x^3 + (-87/2)*x^2 + (3/2)*x^1 + (83/2),(-9) * (x^6 + 11/6*x^5 + 19/2*x^4 + 50/9*x^3 + 29/6*x^2 - 1/6*x - 83/18),-9,-33/2,-171/2,-50,-87/2,3/2,83/2,1/2,0,D(5),693889
x^5 + x^4 + 4*x^3 + 5*x^2 + 3*x + 1,(-9)*x^6 + (-63/2)*x^5 + (-57/2)*x^4 + (-6)*x^3 + (9/2)*x^2 + (-15/2)*x^1 + (-7/2),(-9) * (x^6 + 7/2*x^5 + 19/6*x^4 + 2/3*x^3 - 1/2*x^2 + 5/6*x + 7/18),-9,-63/2,-57/2,-6,9/2,-15/2,-7/2,1/2,0,D(5),10609
x^5 + x^4 + 5*x^3 + 5*x^2 + 6*x + 1,(-23/2)*x^6 + (-30)*x^5 + (-60)*x^4 + (-17)*x^3 + (-45/2)*x^2 + (15/2)*x^1 + (47/2),(-23/2) * (x^6 + 60/23*x^5 + 120/23*x^4 + 34/23*x^3 + 45/23*x^2 - 15/23*x - 47/23),-23/2,-30,-60,-17,-45/2,15/2,47/2,1/2,0,D(5),267289
x^5 + x^4 + 5*x^3 + 6*x^2 + 3*x + 1,(-23/2)*x^6 + (-75/2)*x^5 + (-33/2)*x^4 + (14)*x^3 + (33/2)*x^2 + (-21/2)*x^1 + (-6),(-23/2) * (x^6 + 75/23*x^5 + 33/23*x^4 - 28/23*x^3 - 33/23*x^2 + 21/23*x + 12/23),-23/2,-75/2,-33/2,14,33/2,-21/2,-6,1/2,0,D(5),57121
x^5 + x^4 + 6*x^3 + 7*x^2 + 3*x + 1,(-14)*x^6 + (-87/2)*x^5 + (-3/2)*x^4 + (38)*x^3 + (63/2)*x^2 + (-27/2)*x^1 + (-17/2),(-14) * (x^6 + 87/28*x^5 + 3/28*x^4 - 19/7*x^3 - 9/4*x^2 + 27/28*x + 17/28),-14,-87/2,-3/2,38,63/2,-27/2,-17/2,1/2,0,D(5),229441
x^5 + x^4 + 7*x^3 + 8*x^2 + 3*x + 1,(-33/2)*x^6 + (-99/2)*x^5 + (33/2)*x^4 + (66)*x^3 + (99/2)*x^2 + (-33/2)*x^1 + (-11),(-33/2) * (x^6 + 3*x^5 - x^4 - 4*x^3 - 3*x^2 + x + 2/3),-33/2,-99/2,33/2,66,99/2,-33/2,-11,11/2,0,D(5),717409
x^5 + x^4 + 7*x^3 + 10*x^2 + 5*x + 1,(-33/2)*x^6 + (-129/2)*x^5 + (-33/2)*x^4 + (80)*x^3 + (165/2)*x^2 + (45/2)*x^1 + (0),(-33/2) * x * (x^5 + 43/11*x^4 + x^3 - 160/33*x^2 - 5*x - 15/11),-33/2,-129/2,-33/2,80,165/2,45/2,0,1/2,1,D(5),55225
x^5 + x^4 + 7*x^3 + 15*x^2 + 7*x + 1,(-33/2)*x^6 + (-102)*x^5 + (-54)*x^4 + (136)*x^3 + (249)*x^2 + (105)*x^1 + (23/2),(-33/2) * (x^6 + 68/11*x^5 + 36/11*x^4 - 272/33*x^3 - 166/11*x^2 - 70/11*x - 23/33),-33/2,-102,-54,136,249,105,23/2,1/2,0,D(5),824464
x^5 + x^4 + 8*x^3 + 9*x^2 + 3*x + 1,(-19)*x^6 + (-111/2)*x^5 + (75/2)*x^4 + (98)*x^3 + (141/2)*x^2 + (-39/2)*x^1 + (-27/2),(-19) * (x^6 + 111/38*x^5 - 75/38*x^4 - 98/19*x^3 - 141/38*x^2 + 39/38*x + 27/38),-19,-111/2,75/2,98,141/2,-39/2,-27/2,1/2,0,D(5),1868689
x^5 + x^4 + 9*x^3 + 19*x + 1,(-43/2)*x^6 + (27/2)*x^5 + (-327/2)*x^4 + (-158)*x^3 + (-543/2)*x^2 + (-135/2)*x^1 + (361),(-43/2) * (x^6 - 27/43*x^5 + 327/43*x^4 + 316/43*x^3 + 543/43*x^2 + 135/43*x - 722/43),-43/2,27/2,-327/2,-158,-543/2,-135/2,361,1/2,0,D(5),165765625
x^5 + x^4 + 9*x^3 + 10*x^2 + 3*x + 1,(-43/2)*x^6 + (-123/2)*x^5 + (123/2)*x^4 + (134)*x^3 + (189/2)*x^2 + (-45/2)*x^1 + (-16),(-43/2) * (x^6 + 123/43*x^5 - 123/43*x^4 - 268/43*x^3 - 189/43*x^2 + 45/43*x + 32/43),-43/2,-123/2,123/2,134,189/2,-45/2,-16,1/2,0,D(5),4255969
x^5 + x^4 + 10*x^3 + 11*x^2 + 3*x + 1,(-24)*x^6 + (-135/2)*x^5 + (177/2)*x^4 + (174)*x^3 + (243/2)*x^2 + (-51/2)*x^1 + (-37/2),(-24) * (x^6 + 45/16*x^5 - 59/16*x^4 - 29/4*x^3 - 81/16*x^2 + 17/16*x + 37/48),-24,-135/2,177/2,174,243/2,-51/2,-37/2,1/2,0,D(5),8755681
x^5 + x^4 + 11*x^3 - x^2 + 14*x + 1,(-53/2)*x^6 + (24)*x^5 + (-27)*x^4 + (-145)*x^3 + (-489/2)*x^2 + (-207/2)*x^1 + (397/2),(-53/2) * (x^6 - 48/53*x^5 + 54/53*x^4 + 290/53*x^3 + 489/53*x^2 + 207/53*x - 397/53),-53/2,24,-27,-145,-489/2,-207/2,397/2,1/2,0,D(5),293951025
x^5 + x^4 + 11*x^3 + 8*x^2 + 5*x + 1,(-53/2)*x^6 + (-87/2)*x^5 + (189/2)*x^4 + (116)*x^3 + (-3/2)*x^2 + (-45/2)*x^1 + (5),(-53/2) * (x^6 + 87/53*x^5 - 189/53*x^4 - 232/53*x^3 + 3/53*x^2 + 45/53*x - 10/53),-53/2,-87/2,189/2,116,-3/2,-45/2,5,1/2,0,D(5),4549689
x^5 + x^4 + 11*x^3 + 12*x^2 + 3*x + 1,(-53/2)*x^6 + (-147/2)*x^5 + (237/2)*x^4 + (218)*x^3 + (303/2)*x^2 + (-57/2)*x^1 + (-21),(-53/2) * (x^6 + 147/53*x^5 - 237/53*x^4 - 436/53*x^3 - 303/53*x^2 + 57/53*x + 42/53),-53/2,-147/2,237/2,218,303/2,-57/2,-21,1/2,0,D(5),16638241
x^5 + x^4 + 12*x^3 + 13*x^2 + 3*x + 1,(-29)*x^6 + (-159/2)*x^5 + (303/2)*x^4 + (266)*x^3 + (369/2)*x^2 + (-63/2)*x^1 + (-47/2),(-29) * (x^6 + 159/58*x^5 - 303/58*x^4 - 266/29*x^3 - 369/58*x^2 + 63/58*x + 47/58),-29,-159/2,303/2,266,369/2,-63/2,-47/2,1/2,0,D(5),29669809
x^5 + x^4 + 13*x^3 + 14*x^2 + 3*x + 1,(-63/2)*x^6 + (-171/2)*x^5 + (375/2)*x^4 + (318)*x^3 + (441/2)*x^2 + (-69/2)*x^1 + (-26),(-63/2) * (x^6 + 19/7*x^5 - 125/21*x^4 - 212/21*x^3 - 7*x^2 + 23/21*x + 52/63),-63/2,-171/2,375/2,318,441/2,-69/2,-26,1/2,0,D(5),50225569
x^5 + x^4 + 14*x^3 + 15*x^2 + 3*x + 1,(-34)*x^6 + (-183/2)*x^5 + (453/2)*x^4 + (374)*x^3 + (519/2)*x^2 + (-75/2)*x^1 + (-57/2),(-34) * (x^6 + 183/68*x^5 - 453/68*x^4 - 11*x^3 - 519/68*x^2 + 75/68*x + 57/68),-34,-183/2,453/2,374,519/2,-75/2,-57/2,1/2,0,D(5),81414529
x^5 + x^4 + 15*x^3 + 16*x^2 + 3*x + 1,(-73/2)*x^6 + (-195/2)*x^5 + (537/2)*x^4 + (434)*x^3 + (603/2)*x^2 + (-81/2)*x^1 + (-31),(-73/2) * (x^6 + 195/73*x^5 - 537/73*x^4 - 868/73*x^3 - 603/73*x^2 + 81/73*x + 62/73),-73/2,-195/2,537/2,434,603/2,-81/2,-31,1/2,0,D(5),127215841
x^5 + x^4 + 16*x^3 + 17*x^2 + 3*x + 1,(-39)*x^6 + (-207/2)*x^5 + (627/2)*x^4 + (498)*x^3 + (693/2)*x^2 + (-87/2)*x^1 + (-67/2),(-39) * (x^6 + 69/26*x^5 - 209/26*x^4 - 166/13*x^3 - 231/26*x^2 + 29/26*x + 67/78),-39,-207/2,627/2,498,693/2,-87/2,-67/2,1/2,0,D(5),192626641
x^5 + x^4 + 17*x^3 + 18*x^2 + 3*x + 1,(-83/2)*x^6 + (-219/2)*x^5 + (723/2)*x^4 + (566)*x^3 + (789/2)*x^2 + (-93/2)*x^1 + (-36),(-83/2) * (x^6 + 219/83*x^5 - 723/83*x^4 - 1132/83*x^3 - 789/83*x^2 + 93/83*x + 72/83),-83/2,-219/2,723/2,566,789/2,-93/2,-36,1/2,0,D(5),283821409
x^5 + x^4 + 18*x^3 + 19*x^2 + 3*x + 1,(-44)*x^6 + (-231/2)*x^5 + (825/2)*x^4 + (638)*x^3 + (891/2)*x^2 + (-99/2)*x^1 + (-77/2),(-44) * (x^6 + 21/8*x^5 - 75/8*x^4 - 29/2*x^3 - 81/8*x^2 + 9/8*x + 7/8),-44,-231/2,825/2,638,891/2,-99/2,-77/2,11/2,0,D(5),408322849
x^5 + x^4 + 19*x^3 + 20*x^2 + 3*x + 1,(-93/2)*x^6 + (-243/2)*x^5 + (933/2)*x^4 + (714)*x^3 + (999/2)*x^2 + (-105/2)*x^1 + (-41),(-93/2) * (x^6 + 81/31*x^5 - 311/31*x^4 - 476/31*x^3 - 333/31*x^2 + 35/31*x + 82/93),-93/2,-243/2,933/2,714,999/2,-105/2,-41,1/2,0,D(5),575184289
x^5 + x^4 + 20*x^3 + 21*x^2 + 3*x + 1,(-49)*x^6 + (-255/2)*x^5 + (1047/2)*x^4 + (794)*x^3 + (1113/2)*x^2 + (-111/2)*x^1 + (-87/2),(-49) * (x^6 + 255/98*x^5 - 1047/98*x^4 - 794/49*x^3 - 159/14*x^2 + 111/98*x + 87/98),-49,-255/2,1047/2,794,1113/2,-111/2,-87/2,1/2,0,D(5),795183601
x^5 + x^4 + 21*x^3 + 22*x^2 + 3*x + 1,(-103/2)*x^6 + (-267/2)*x^5 + (1167/2)*x^4 + (878)*x^3 + (1233/2)*x^2 + (-117/2)*x^1 + (-46),(-103/2) * (x^6 + 267/103*x^5 - 1167/103*x^4 - 1756/103*x^3 - 1233/103*x^2 + 117/103*x + 92/103),-103/2,-267/2,1167/2,878,1233/2,-117/2,-46,1/2,0,D(5),1081028641
x^5 + x^4 + 22*x^3 + 23*x^2 + 3*x + 1,(-54)*x^6 + (-279/2)*x^5 + (1293/2)*x^4 + (966)*x^3 + (1359/2)*x^2 + (-123/2)*x^1 + (-97/2),(-54) * (x^6 + 31/12*x^5 - 431/36*x^4 - 161/9*x^3 - 151/12*x^2 + 41/36*x + 97/108),-54,-279/2,1293/2,966,1359/2,-123/2,-97/2,1/2,0,D(5),1447574209
x^5 + x^4 + 23*x^3 + 24*x^2 + 3*x + 1,(-113/2)*x^6 + (-291/2)*x^5 + (1425/2)*x^4 + (1058)*x^3 + (1491/2)*x^2 + (-129/2)*x^1 + (-51),(-113/2) * (x^6 + 291/113*x^5 - 1425/113*x^4 - 2116/113*x^3 - 1491/113*x^2 + 129/113*x + 102/113),-113/2,-291/2,1425/2,1058,1491/2,-129/2,-51,1/2,0,D(5),1912050529
x^5 + x^4 + 24*x^3 + 25*x^2 + 3*x + 1,(-59)*x^6 + (-303/2)*x^5 + (1563/2)*x^4 + (1154)*x^3 + (1629/2)*x^2 + (-135/2)*x^1 + (-107/2),(-59) * (x^6 + 303/118*x^5 - 1563/118*x^4 - 1154/59*x^3 - 1629/118*x^2 + 135/118*x + 107/118),-59,-303/2,1563/2,1154,1629/2,-135/2,-107/2,1/2,0,D(5),2494303249
x^5 + 2*x^4 - 17*x^3 + 7*x^2 + 13*x + 1,(93/2)*x^6 + (-207/2)*x^5 + (435/2)*x^4 + (-445)*x^3 + (375)*x^2 + (264)*x^1 + (303/2),(93/2) * (x^6 - 69/31*x^5 + 145/31*x^4 - 890/93*x^3 + 250/31*x^2 + 176/31*x + 101/31),93/2,-207/2,435/2,-445,375,264,303/2,1/2,0,D(5),635392849
x^5 + 2*x^4 - 15*x^3 + 6*x^2 + 14*x + 1,(83/2)*x^6 + (-90)*x^5 + (219/2)*x^4 + (-401)*x^3 + (339)*x^2 + (477/2)*x^1 + (181),(83/2) * (x^6 - 180/83*x^5 + 219/83*x^4 - 802/83*x^3 + 678/83*x^2 + 477/83*x + 362/83),83/2,-90,219/2,-401,339,477/2,181,1/2,0,D(5),117223929
x^5 + 2*x^4 - 10*x^3 + 13*x^2 - 6*x + 1,(29)*x^6 + (-255/2)*x^5 + (201)*x^4 + (-201)*x^3 + (267/2)*x^2 + (-42)*x^1 + (7/2),(29) * (x^6 - 255/58*x^5 + 201/29*x^4 - 201/29*x^3 + 267/58*x^2 - 42/29*x + 7/58),29,-255/2,201,-201,267/2,-42,7/2,1/2,0,D(5),55225
x^5 + 2*x^4 - 7*x^3 - 6*x^2 + 12*x + 1,(43/2)*x^6 + (24)*x^5 + (-177/2)*x^4 + (-109)*x^3 + (150)*x^2 + (-111/2)*x^1 + (159),(43/2) * (x^6 + 48/43*x^5 - 177/43*x^4 - 218/43*x^3 + 300/43*x^2 - 111/43*x + 318/43),43/2,24,-177/2,-109,150,-111/2,159,1/2,0,D(5),1447209
x^5 + 2*x^4 - 7*x^3 + 16*x^2 + 1,(43/2)*x^6 + (-141)*x^5 + (51/2)*x^4 + (-249)*x^3 + (354)*x^2 + (105/2)*x^1 + (-40),(43/2) * (x^6 - 282/43*x^5 + 51/43*x^4 - 498/43*x^3 + 708/43*x^2 + 105/43*x - 80/43),43/2,-141,51/2,-249,354,105/2,-40,1/2,0,D(5),167055625
x^5 + 2*x^4 - 5*x^3 + 4*x^2 - 2*x + 1,(33/2)*x^6 + (-45)*x^5 + (111/2)*x^4 + (-37)*x^3 + (-21)*x^2 + (51/2)*x^1 + (-6),(33/2) * (x^6 - 30/11*x^5 + 37/11*x^4 - 74/33*x^3 - 14/11*x^2 + 17/11*x - 4/11),33/2,-45,111/2,-37,-21,51/2,-6,1/2,0,D(5),57121
x^5 + 2*x^4 - 3*x^3 + 1,(23/2)*x^6 + (-9)*x^5 + (27/2)*x^4 + (-25)*x^3 + (-30)*x^2 + (45/2)*x^1 + (0),(23/2) * x * (x^5 - 18/23*x^4 + 27/23*x^3 - 50/23*x^2 - 60/23*x + 45/23),23/2,-9,27/2,-25,-30,45/2,0,1/2,1,D(5),55225
x^5 + 2*x^4 - 2*x^3 + 19*x^2 - 8*x + 1,(9)*x^6 + (-297/2)*x^5 + (69)*x^4 + (11)*x^3 + (975/2)*x^2 + (-213)*x^1 + (33/2),(9) * (x^6 - 33/2*x^5 + 23/3*x^4 + 11/9*x^3 + 325/6*x^2 - 71/3*x + 11/6),9,-297/2,69,11,975/2,-213,33/2,1/2,0,D(5),38775529
x^5 + 2*x^4 - x^3 + 3*x^2 - 3*x + 1,(13/2)*x^6 + (-51/2)*x^5 + (75/2)*x^4 + (11)*x^3 + (-21)*x^2 + (-6)*x^1 + (3/2),(13/2) * (x^6 - 51/13*x^5 + 75/13*x^4 + 22/13*x^3 - 42/13*x^2 - 12/13*x + 3/13),13/2,-51/2,75/2,11,-21,-6,3/2,1/2,0,D(5),56169
x^5 + 2*x^4 + x^3 - 8*x^2 + 20*x + 1,(3/2)*x^6 + (63)*x^5 + (-549/2)*x^4 + (-321)*x^3 + (36)*x^2 + (-495/2)*x^1 + (420),(3/2) * (x^6 + 42*x^5 - 183*x^4 - 214*x^3 + 24*x^2 - 165*x + 280),3/2,63,-549/2,-321,36,-495/2,420,3/2,0,D(5),1492817769
x^5 + 2*x^4 + 3*x^3 - x^2 - x + 1,(-7/2)*x^6 + (33/2)*x^5 + (63/2)*x^4 + (-17)*x^3 + (-24)*x^2 + (-21)*x^1 + (7/2),(-7/2) * (x^6 - 33/7*x^5 - 9*x^4 + 34/7*x^3 + 48/7*x^2 + 6*x - 1),-7/2,33/2,63/2,-17,-24,-21,7/2,1/2,0,D(5),55225
x^5 + 2*x^4 + 3*x^3 + 6*x^2 + 4*x + 1,(-7/2)*x^6 + (-36)*x^5 + (-129/2)*x^4 + (-45)*x^3 + (6)*x^2 + (27/2)*x^1 + (1),(-7/2) * (x^6 + 72/7*x^5 + 129/7*x^4 + 90/7*x^3 - 12/7*x^2 - 27/7*x - 2/7),-7/2,-36,-129/2,-45,6,27/2,1,1,0,D(5),14161
x^5 + 2*x^4 + 5*x^3 + x^2 + 6*x + 1,(-17/2)*x^6 + (15/2)*x^5 + (-111/2)*x^4 + (-99)*x^3 + (-147/2)*x^2 + (-57/2)*x^1 + (67/2),(-17/2) * (x^6 - 15/17*x^5 + 111/17*x^4 + 198/17*x^3 + 147/17*x^2 + 57/17*x - 67/17),-17/2,15/2,-111/2,-99,-147/2,-57/2,67/2,1/2,0,D(5),2050624
x^5 + 2*x^4 + 9*x^3 + 10*x^2 + 6*x + 1,(-37/2)*x^6 + (-48)*x^5 + (3/2)*x^4 + (71)*x^3 + (39)*x^2 + (45/2)*x^1 + (11),(-37/2) * (x^6 + 96/37*x^5 - 3/37*x^4 - 142/37*x^3 - 78/37*x^2 - 45/37*x - 22/37),-37/2,-48,3/2,71,39,45/2,11,1/2,0,D(5),505521
x^5 + 2*x^4 + 9*x^3 + 24*x^2 + 8*x + 1,(-37/2)*x^6 + (-153)*x^5 + (-141/2)*x^4 + (295)*x^3 + (726)*x^2 + (441/2)*x^1 + (4),(-37/2) * (x^6 + 306/37*x^5 + 141/37*x^4 - 590/37*x^3 - 1452/37*x^2 - 441/37*x - 8/37),-37/2,-153,-141/2,295,726,441/2,4,1/2,0,D(5),76790169
x^5 + 2*x^4 + 15*x^3 - 9*x^2 - x + 1,(-67/2)*x^6 + (225/2)*x^5 + (759/2)*x^4 + (-281)*x^3 + (114)*x^2 + (-99)*x^1 + (47/2),(-67/2) * (x^6 - 225/67*x^5 - 759/67*x^4 + 562/67*x^3 - 228/67*x^2 + 198/67*x - 47/67),-67/2,225/2,759/2,-281,114,-99,47/2,1/2,0,D(5),24770529
x^5 + 2*x^4 + 20*x^3 + 3*x^2 - 6*x + 1,(-46)*x^6 + (75/2)*x^5 + (681)*x^4 + (179)*x^3 + (327/2)*x^2 + (-177)*x^1 + (57/2),(-46) * (x^6 - 75/92*x^5 - 681/46*x^4 - 179/46*x^3 - 327/92*x^2 + 177/46*x - 57/92),-46,75/2,681,179,327/2,-177,57/2,1/2,0,D(5),3629025
x^5 + 3*x^4 - 24*x^3 - 25*x^2 + x + 1,(69)*x^6 + (159/2)*x^5 + (1923/2)*x^4 + (1154)*x^3 + (1857/2)*x^2 + (285/2)*x^1 + (127/2),(69) * (x^6 + 53/46*x^5 + 641/46*x^4 + 1154/69*x^3 + 619/46*x^2 + 95/46*x + 127/138),69,159/2,1923/2,1154,1857/2,285/2,127/2,1/2,0,D(5),4419723361
