polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 24*x^3 - 24*x + 1,14016,-1168,14016,0,1168,1,D(4),-784428800
x^4 - 24*x^3 + 24*x + 1,-13632,1136,13632,0,1136,1,D(4),744616192
x^4 - 24*x^3 + x^2 - 24*x + 1,13920,-1740,13920,0,1740,1,D(4),-772038000
x^4 - 24*x^3 + x^2 - 6*x + 1,384,-336,816,540,12,0,D(4),-19407600
x^4 - 24*x^3 + x^2 + 6*x + 1,0,240,720,540,60,1,D(4),1386000
x^4 - 24*x^3 + x^2 + 16*x + 1,-3840,500,5920,320,20,0,D(4),209498000
x^4 - 24*x^3 + x^2 + 24*x + 1,-13536,564,13536,0,564,1,D(4),733211280
x^4 - 24*x^3 + 3*x^2 - 24*x + 1,13728,-2860,13728,0,572,1,D(4),-745652336
x^4 - 24*x^3 + 3*x^2 + 24*x + 1,-13344,-556,13344,0,556,1,D(4),712558480
x^4 - 24*x^3 + 4*x^2 - 24*x + 1,13632,-3408,13632,0,3408,1,D(4),-731711232
x^4 - 24*x^3 + 4*x^2 + 1,192,48,-384,576,48,0,D(4),-8771328
x^4 - 24*x^3 + 4*x^2 + 24*x + 1,-13248,-1104,13248,0,1104,1,D(4),703256832
x^4 - 24*x^3 + 5*x^2 - 24*x + 1,13536,-3948,13536,0,564,1,D(4),-717306480
x^4 - 24*x^3 + 5*x^2 + 24*x + 1,-13152,-1644,13152,0,1644,1,D(4),694603152
x^4 - 24*x^3 + 6*x^2 - 24*x + 1,13440,-4480,13440,0,4480,1,D(4),-702464000
x^4 - 24*x^3 + 6*x^2 + 24*x + 1,-13056,-2176,13056,0,2176,1,D(4),686571520
x^4 - 24*x^3 + 7*x^2 - 24*x + 1,13344,-5004,13344,0,1668,1,D(4),-687209328
x^4 - 24*x^3 + 7*x^2 + 24*x + 1,-12960,-2700,12960,0,540,1,D(4),679136400
x^4 - 24*x^3 + 8*x^2 - 24*x + 1,13248,-5520,13248,0,1104,1,D(4),-671567616
x^4 - 24*x^3 + 8*x^2 + 24*x + 1,-12864,-3216,12864,0,3216,1,D(4),672272640
x^4 - 24*x^3 + 9*x^2 - 24*x + 1,13152,-6028,13152,0,548,1,D(4),-655563632
x^4 - 24*x^3 + 9*x^2 + 24*x + 1,-12768,-3724,12768,0,532,1,D(4),665955472
x^4 - 24*x^3 + 10*x^2 - 24*x + 1,13056,-6528,13056,0,6528,1,D(4),-639221760
x^4 - 24*x^3 + 10*x^2 + 8*x + 1,0,128,512,512,128,1,D(4),671744
x^4 - 24*x^3 + 10*x^2 + 24*x + 1,-12672,-4224,12672,0,4224,1,D(4),660160512
x^4 - 24*x^3 + 11*x^2 - 24*x + 1,12960,-7020,12960,0,540,1,D(4),-622566000
x^4 - 24*x^3 + 11*x^2 + 1,192,468,-1056,576,12,0,D(4),-10893168
x^4 - 24*x^3 + 11*x^2 + 24*x + 1,-12576,-4716,12576,0,1572,1,D(4),654863760
x^4 - 24*x^3 + 12*x^2 - 24*x + 1,12864,-7504,12864,0,1072,1,D(4),-605619968
x^4 - 24*x^3 + 12*x^2 + 9*x + 1,-105,20,720,495,5,0,D(4),6398725
x^4 - 24*x^3 + 12*x^2 + 24*x + 1,-12480,-5200,12480,0,1040,1,D(4),650041600
x^4 - 24*x^3 + 13*x^2 - 24*x + 1,12768,-7980,12768,0,1596,1,D(4),-588406896
x^4 - 24*x^3 + 13*x^2 + 24*x + 1,-12384,-5676,12384,0,516,1,D(4),645670800
x^4 - 24*x^3 + 14*x^2 - 24*x + 1,12672,-8448,12672,0,4224,1,D(4),-570949632
x^4 - 24*x^3 + 14*x^2 + 24*x + 1,-12288,-6144,12288,0,6144,1,D(4),641728512
x^4 - 24*x^3 + 15*x^2 - 24*x + 1,12576,-8908,12576,0,524,1,D(4),-553270640
x^4 - 24*x^3 + 15*x^2 + 24*x + 1,-12192,-6604,12192,0,508,1,D(4),638192272
x^4 - 24*x^3 + 16*x^2 - 24*x + 1,12480,-9360,12480,0,3120,1,D(4),-535392000
x^4 - 24*x^3 + 16*x^2 - 4*x + 1,0,560,-1120,560,560,1,D(4),-3136000
x^4 - 24*x^3 + 16*x^2 + 11*x + 1,-435,-400,1280,455,5,0,D(4),25335125
x^4 - 24*x^3 + 16*x^2 + 15*x + 1,-2223,-1872,3744,351,117,0,D(4),122831397
x^4 - 24*x^3 + 17*x^2 - 24*x + 1,12384,-9804,12384,0,516,1,D(4),-517335408
x^4 - 24*x^3 + 17*x^2 - 6*x + 1,0,240,-720,540,60,1,D(4),-687600
x^4 - 24*x^3 + 17*x^2 + 24*x + 1,-12000,-7500,12000,0,1500,1,D(4),632250000
x^4 - 24*x^3 + 18*x^2 - 24*x + 1,12288,-10240,12288,0,2048,1,D(4),-499122176
x^4 - 24*x^3 + 18*x^2 + 24*x + 1,-11904,-7936,11904,0,3968,1,D(4),629800960
x^4 - 24*x^3 + 19*x^2 - 24*x + 1,12192,-10668,12192,0,1524,1,D(4),-480773232
x^4 - 24*x^3 + 19*x^2 + 24*x + 1,-11808,-8364,11808,0,492,1,D(4),627671952
x^4 - 24*x^3 + 20*x^2 - 24*x + 1,12096,-11088,12096,0,1008,1,D(4),-462309120
x^4 - 24*x^3 + 20*x^2 + 24*x + 1,-11712,-8784,11712,0,2928,1,D(4),625842432
x^4 - 24*x^3 + 21*x^2 - 24*x + 1,12000,-11500,12000,0,500,1,D(4),-443750000
x^4 - 24*x^3 + 22*x^2 - 24*x + 1,11904,-11904,11904,0,11904,1,D(4),-425115648
x^4 - 24*x^3 + 22*x^2 - 11*x + 1,555,-1270,880,455,5,0,D(4),-10835275
x^4 - 24*x^3 + 22*x^2 - 8*x + 1,0,128,-512,512,128,1,D(4),-114688
x^4 - 24*x^3 + 23*x^2 - 24*x + 1,11808,-12300,11808,0,492,1,D(4),-406425456
x^4 - 24*x^3 + 23*x^2 + 24*x + 1,-11424,-9996,11424,0,1428,1,D(4),621951120
x^4 - 24*x^3 + 24*x^2 - 24*x + 1,11712,-12688,11712,0,976,1,D(4),-387698432
x^4 - 24*x^3 + 24*x^2 + 24*x + 1,-11328,-10384,11328,0,944,1,D(4),621121792
x^4 - 24*x^3 + 25*x^2 - 2*x + 1,0,2288,-2288,572,572,1,D(4),-25847536
x^4 - 24*x^3 + 25*x^2 + 24*x + 1,-11232,-10764,11232,0,468,1,D(4),620494992
x^4 - 23*x^3 - 25*x^2 - 23*x + 1,14651,14651,14651,0,14651,1,D(4),-643955403
x^4 - 23*x^3 - 25*x^2 + 23*x + 1,-14283,16767,14283,0,621,1,D(4),1097148645
x^4 - 23*x^3 - 24*x^2 - 23*x + 1,14559,13926,14559,0,633,1,D(4),-653924448
x^4 - 23*x^3 - 24*x^2 + 23*x + 1,-14191,16042,14191,0,617,1,D(4),1062883688
x^4 - 23*x^3 - 23*x^2 - 23*x + 1,14467,13209,14467,0,629,1,D(4),-662698675
x^4 - 23*x^3 - 23*x^2 + 23*x + 1,-14099,15325,14099,0,613,1,D(4),1029982829
